product_name,product_name_ar,category,subcategory,age_group,gender,description,description_ar,short_description,short_description_ar,selling_price_usd,compare_at_price_usd,price_varies,price_max_usd,currency,size_variations,color_variations,color_variations_ar,in_stock,stock_qty,is_new,is_featured,tags,status,handle,image_url,image_alt
Boy T-shirt+short Set,لبس,Apparel,Boy T-shirt+short Set,Baby/Toddler,Unisex,"Adorable everyday wear that keeps your little one comfy from morning to nap time. This boy t-shirt+short set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم. لبس للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Adorable everyday wear that keeps your little one comfy from morning to nap time.,لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم.,21.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Apparel, Baby/Toddler, New Arrival, Gift Set",Active,boy-t-shirt-short-set,,Boy T-shirt+short Set - Miniyo
Girl Set T-shirt+short,لبس,Apparel,Girl Set T-shirt+short,Baby/Toddler,Girls,"Adorable everyday wear that keeps your little one comfy from morning to nap time. This girl set t-shirt+short comes as a coordinated set — great value and an easy gift. Designed for girls. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم. لبس للصغار. تصميم للبنات. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Adorable everyday wear that keeps your little one comfy from morning to nap time.,لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم.,21.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Apparel, Baby/Toddler, Girls, New Arrival, Gift Set",Active,girl-set-t-shirt-short,,Girl Set T-shirt+short - Miniyo
Snap Pajama Set,طقم بيجاما بكبسات,Sleepwear,Snap Pajama Set,Baby/Toddler,Unisex,"Cozy, gentle sleepwear for sweeter, calmer nights. This snap pajama set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى. هيدا طقم بيجاما بكبسات منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"Cozy, gentle sleepwear for sweeter, calmer nights.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى.,15.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Sleepwear, Baby/Toddler, New Arrival, Gift Set",Active,snap-pajama-set,,Snap Pajama Set - Miniyo
Bicycle Collar Pajama,لبس نوم,Sleepwear,Bicycle Collar Pajama,Baby/Toddler,Unisex,"Cozy, gentle sleepwear for sweeter, calmer nights. This bicycle collar pajama comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى. لبس نوم للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"Cozy, gentle sleepwear for sweeter, calmer nights.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى.,14.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Sleepwear, Baby/Toddler, New Arrival",Active,bicycle-collar-pajama,,Bicycle Collar Pajama - Miniyo
Braided Ski Cap,طاقية مكرّمة,Accessories,Braided Ski Cap,Baby/Toddler,Unisex,"The finishing touch every little outfit needs. A braided ski cap designed for little ones. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. طاقية مكرّمة للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,18.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby/Toddler, New Arrival",Active,braided-ski-cap,,Braided Ski Cap - Miniyo
Snap Pajama Set,طقم بيجاما بكبسات,Sleepwear,Snap Pajama Set,Baby/Toddler,Unisex,"Cozy, gentle sleepwear for sweeter, calmer nights. This snap pajama set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى. هيدا طقم بيجاما بكبسات منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"Cozy, gentle sleepwear for sweeter, calmer nights.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى.,15.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Sleepwear, Baby/Toddler, New Arrival, Gift Set",Active,snap-pajama-set-2,,Snap Pajama Set - Miniyo
Daisy Hair Clip Set,طقم مشابك شعر,Accessories,Daisy Hair Clip Set,Baby/Toddler,Unisex,"The finishing touch every little outfit needs. A daisy hair clip set designed for little ones. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. هيدا طقم مشابك شعر منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,2.99,,FALSE,,USD,,,,TRUE,6,TRUE,FALSE,"Accessories, Baby/Toddler, New Arrival, Gift Set",Active,daisy-hair-clip-set,,Daisy Hair Clip Set - Miniyo
Snap Pajama Set,طقم بيجاما بكبسات,Sleepwear,Snap Pajama Set,Baby/Toddler,Unisex,"Cozy, gentle sleepwear for sweeter, calmer nights. This snap pajama set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى. هيدا طقم بيجاما بكبسات منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"Cozy, gentle sleepwear for sweeter, calmer nights.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى.,15.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Sleepwear, Baby/Toddler, New Arrival, Gift Set",Active,snap-pajama-set-3,,Snap Pajama Set - Miniyo
Zero-collar Pajama,بيجاما بدون ياقة,Sleepwear,Zero-collar Pajama,Baby/Toddler,Unisex,"Cozy, gentle sleepwear for sweeter, calmer nights. This zero-collar pajama comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى. بيجاما بدون ياقة للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"Cozy, gentle sleepwear for sweeter, calmer nights.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى.,14.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Sleepwear, Baby/Toddler, New Arrival",Active,zero-collar-pajama,,Zero-collar Pajama - Miniyo
Zero-collar Pajama,بيجاما بدون ياقة,Sleepwear,Zero-collar Pajama,Baby/Toddler,Unisex,"Cozy, gentle sleepwear for sweeter, calmer nights. This zero-collar pajama comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى. بيجاما بدون ياقة للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"Cozy, gentle sleepwear for sweeter, calmer nights.",لبس نوم ناعم ودافي لليالي أهدأ وأحلى.,14.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Sleepwear, Baby/Toddler, New Arrival",Active,zero-collar-pajama-2,,Zero-collar Pajama - Miniyo
Colored Pompom Hairband,ربطة شعر بكرات ملوّنة,Accessories,Colored Pompom Hairband,Baby/Toddler,Unisex,"The finishing touch every little outfit needs. A colored pompom hairband designed for little ones. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. ربطة شعر بكرات ملوّنة للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,2.99,,FALSE,,USD,,,,TRUE,24,TRUE,FALSE,"Accessories, Baby/Toddler, New Arrival",Active,colored-pompom-hairband,,Colored Pompom Hairband - Miniyo
Ribbed Hairband,ربطة شعر,Accessories,Ribbed Hairband,Baby/Toddler,Unisex,"The finishing touch every little outfit needs. A ribbed hairband designed for little ones. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. ربطة شعر للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,1.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Accessories, Baby/Toddler, New Arrival",Active,ribbed-hairband,,Ribbed Hairband - Miniyo
Printed Rib Hairband,ربطة شعر مطبوعة,Accessories,Printed Rib Hairband,Baby/Toddler,Unisex,"The finishing touch every little outfit needs. A printed rib hairband designed for little ones. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. ربطة شعر مطبوعة للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,1.99,,FALSE,,USD,,,,TRUE,6,TRUE,FALSE,"Accessories, Baby/Toddler, New Arrival",Active,printed-rib-hairband,,Printed Rib Hairband - Miniyo
Grosgrain Clip,مشبك شعر,Accessories,Grosgrain Clip,Baby/Toddler,Unisex,"The finishing touch every little outfit needs. A grosgrain clip designed for little ones. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. مشبك شعر للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,4.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Accessories, Baby/Toddler, New Arrival",Active,grosgrain-clip,,Grosgrain Clip - Miniyo
7-piece Tissue Box Cloth,إكسسوار,Accessories,7-piece Tissue Box Cloth,Baby/Toddler,Unisex,"The finishing touch every little outfit needs. A 7-piece tissue box cloth designed for little ones. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. إكسسوار للصغار. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,4.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Accessories, Baby/Toddler, New Arrival",Active,7-piece-tissue-box-cloth,,7-piece Tissue Box Cloth - Miniyo
